term,tf-idf
attack,0.05078544043447411
drone,0.0475519090304321
region,0.03644356537223108
russian,0.031439570772525856
nikopol,0.030559468236878762
dnipropetrovsk,0.025234105377768695
injure,0.024782521605708485
ukraine,0.024569322924188217
russians,0.02361474141996998
kherson,0.023361136554570706
