term,average_tf,idf,tf_idf,frequency,document_frequency
card,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
cardiff,7.866582756450597e-05,5.424950017481403,0.0004267581826212557,2,1
care,7.728572532653218e-05,5.424950017481403,0.00041927119696123365,1,1
carmarthen,0.00027533039647577095,5.424950017481403,0.0014936536391743952,1,1
carpathian,0.000881057268722467,5.424950017481403,0.004779691645358065,1,1
carpet,0.0001631587534671235,5.424950017481403,0.0008851280824737155,1,1
carry,0.00033886818027787193,5.424950017481403,0.0018383429405223325,2,1
cartoon,0.0014317180616740088,4.7318028369214575,0.006774607585900765,2,2
carve,5.721151095600435e-05,5.424950017481403,0.0003103695873609133,1,1
case,3.0592266275085654e-05,5.424950017481403,0.00016596151546382164,1,1
cast,3.0592266275085654e-05,5.424950017481403,0.00016596151546382164,1,1
casualty,6.777363605557438e-05,5.424950017481403,0.00036766858810446647,1,1
catch,5.721151095600435e-05,5.424950017481403,0.0003103695873609133,1,1
cause,0.0004894762604013705,5.424950017481403,0.0026553842474211463,1,1
cdu,0.00033886818027787193,5.424950017481403,0.0018383429405223325,2,1
ceasefire,0.0015954450231465004,3.6331905482533475,0.005796555778353708,9,6
cede,5.721151095600435e-05,5.424950017481403,0.0003103695873609133,1,1
celebrate,0.0004098276327583075,4.326337728813293,0.0017730527499125043,3,3
celebration,7.595321282090232e-05,5.424950017481403,0.00041204238322052275,1,1
celebratory,5.721151095600435e-05,5.424950017481403,0.0003103695873609133,1,1
center,0.0003671071953010279,5.424950017481403,0.00199153818556586,1,1
centre,6.575054244197514e-05,5.424950017481403,0.00035669340637000475,1,1
century,5.372300419039433e-05,5.424950017481403,0.0002914446125218332,2,1
ceremony,0.0006814277350685747,4.7318028369214575,0.003224381689954445,3,2
cgt,3.0592266275085654e-05,5.424950017481403,0.00016596151546382164,1,1
challenge,0.0003962426869915856,4.326337728813293,0.001714279686498053,3,3
chance,0.0002715996322958824,4.7318028369214575,0.001285155910604481,2,2
chancellor,0.00016943409013893597,5.424950017481403,0.0009191714702611663,1,1
change,0.005193168664557473,2.785892687866144,0.014467610609446253,17,14
charge,0.000881057268722467,5.424950017481403,0.004779691645358065,1,1
charles,0.0005200685266764562,4.7318028369214575,0.002460861729921218,2,2
charm,0.00024473813020068524,5.424950017481403,0.0013276921237105731,1,1
chart,0.00040048057669203043,5.424950017481403,0.002172587111526393,1,1
cheap,0.00024473813020068524,5.424950017481403,0.0013276921237105731,1,1
check,0.0005425865877762993,4.7318028369214575,0.0025674127553154263,2,2
cheer,6.384472961757008e-05,5.424950017481403,0.0003463544670549322,1,1
chemical,6.0346388268662116e-05,5.424950017481403,0.00032737614009301807,1,1
chief,0.0003498315625809795,4.7318028369214575,0.0016553339802653452,3,2
child,0.000844346549192364,4.7318028369214575,0.003995281396813271,3,2
childcare,0.00027533039647577095,5.424950017481403,0.0014936536391743952,1,1
china,0.00026145936891004885,4.7318028369214575,0.0012371741835482631,4,2
choice,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
chris,0.0006839786691398098,4.7318028369214575,0.003236452207029515,3,2
christian,0.00016943409013893597,5.424950017481403,0.0009191714702611663,1,1
circle,0.0001024485196188915,5.424950017481403,0.0005557780982974493,1,1
citizen,0.000926004082253381,4.326337728813293,0.00400620639808793,4,3
city,0.000952664316962344,3.8155121050473024,0.003634902233416444,5,5
civil,0.0009544787077826726,4.7318028369214575,0.0045164050572671765,2,2
civilian,0.0014553178099433607,4.038655656361512,0.005877527504931402,5,4
claim,0.001203746409150428,3.8155121050473024,0.004592908995520681,7,5
clarify,0.0007342143906020558,5.424950017481403,0.00398307637113172,1,1
clash,0.0007669918187539332,4.7318028369214575,0.0036292540638754095,2,2
clear,0.00027533039647577095,5.424950017481403,0.0014936536391743952,1,1
clearly,5.745376837028282e-05,4.7318028369214575,0.00027185990416633257,2,2
click,0.00011741867568689591,4.326337728813293,0.0005079928466915098,3,3
cliff,6.384472961757008e-05,5.424950017481403,0.0003463544670549322,1,1
climate,0.0003993803553274919,4.7318028369214575,0.0018897890983493259,2,2
climbing,0.0002591344908007256,5.424950017481403,0.0014057916603994307,1,1
close,0.00027747582813662114,4.7318028369214575,0.0013129609107539947,2,2
club,8.471704506946798e-05,5.424950017481403,0.00045958573513058313,1,1
cluster,0.0004405286343612335,5.424950017481403,0.0023898458226790324,1,1
coalition,0.0007911478886326123,4.326337728813293,0.0034227729596622482,3,3
coherent,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
cole,9.57670944263551e-05,5.424950017481403,0.0005195317005823982,1,1
colleague,5.122425980944575e-05,5.424950017481403,0.00027788904914872466,1,1
collect,0.00018355359765051394,5.424950017481403,0.00099576909278293,1,1
combat,0.0006293266205160478,5.424950017481403,0.0034140654609700455,1,1
come,0.0035988220151953534,2.9400433676934026,0.010580692797284104,13,12
comfortable,3.9332913782252985e-05,5.424950017481403,0.00021337909131062785,1,1
comment,0.00024473813020068524,5.424950017481403,0.0013276921237105731,1,1
commercial,6.575054244197514e-05,5.424950017481403,0.00035669340637000475,1,1
common,0.0004643253063096005,4.7318028369214575,0.0021970958016501924,2,2
community,0.00016200277039600018,4.7318028369214575,0.0007665651685489291,2,2
company,0.0001024485196188915,5.424950017481403,0.0005557780982974493,1,1
compare,8.157937673356175e-05,5.424950017481403,0.00044256404123685773,1,1
competition,0.0002591344908007256,5.424950017481403,0.0014057916603994307,1,1
complex,0.0001981213434957928,4.7318028369214575,0.000937471135208083,2,2
comply,0.0001727563272004837,5.424950017481403,0.000937194440266287,2,1
comprehensive,6.777363605557438e-05,5.424950017481403,0.00036766858810446647,1,1
concept,0.0004405286343612335,5.424950017481403,0.0023898458226790324,1,1
concern,0.000375009698526686,4.7318028369214575,0.0017744719553616335,2,2
condemn,0.0004545136703727012,4.7318028369214575,0.002150669074889132,4,2
condition,0.000509871104584761,4.7318028369214575,0.002412609539138449,3,2
conduct,8.637816360024185e-05,5.424950017481403,0.0004685972201331435,1,1
confirm,7.866582756450597e-05,5.424950017481403,0.0004267581826212557,1,1
confirmation,0.0007342143906020558,5.424950017481403,0.00398307637113172,1,1
conflict,0.000795398923152227,4.038655656361512,0.003212342360052597,5,4
confusion,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
congress,0.00019082773277512847,4.326337728813293,0.0008255852200089392,3,3
consecutive,0.00024473813020068524,5.424950017481403,0.0013276921237105731,1,1
consequence,0.0007501064769787237,4.326337728813293,0.0032452139519802722,3,3
conservative,0.0014036728266550605,3.3455084758015667,0.004695999338826848,12,8
consider,0.00047040636347634574,3.8155121050473024,0.0017948411741352784,5,5
consistent,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
consolidation,8.009611533840609e-05,5.424950017481403,0.00043451742230527857,1,1
conspiracy,6.47836227001814e-05,5.424950017481403,0.00035144791509985766,1,1
constantly,5.122425980944575e-05,5.424950017481403,0.00027788904914872466,1,1
constituency,8.157937673356175e-05,5.424950017481403,0.00044256404123685773,1,1
constitutionally,3.9332913782252985e-05,5.424950017481403,0.00021337909131062785,1,1
consumer,8.81057268722467e-05,5.424950017481403,0.00047796916453580644,1,1
contaminate,0.00012069277653732423,5.424950017481403,0.0006547522801860361,2,1
contamination,6.0346388268662116e-05,5.424950017481403,0.00032737614009301807,1,1
contest,0.001103720979336424,4.326337728813293,0.004775069714985928,5,3
contestant,0.000326317506934247,5.424950017481403,0.001770256164947431,2,1
contested,3.9332913782252985e-05,5.424950017481403,0.00021337909131062785,1,1
continent,9.57670944263551e-05,5.424950017481403,0.0005195317005823982,1,1
continue,0.0011544499017392183,3.8155121050473024,0.0044048175747566564,5,5
contradict,0.00012069277653732423,5.424950017481403,0.0006547522801860361,2,1
contrast,0.00022026431718061675,5.424950017481403,0.0011949229113395162,1,1
control,0.0025698533962925994,2.8600006600198657,0.007349782409551128,14,13
controversy,0.0005980026710785976,4.7318028369214575,0.002829630735496317,2,2
convoy,0.0003146633102580239,5.424950017481403,0.0017070327304850228,1,1
cooperate,0.0004894762604013705,5.424950017481403,0.0026553842474211463,1,1
cooperation,0.000166237220513673,5.424950017481403,0.0009018286123317102,2,1
coordinated,0.0002591344908007256,5.424950017481403,0.0014057916603994307,1,1
correspondent,0.00027932069207686907,4.7318028369214575,0.0013216904431801939,2,2
corruption,0.00014210601108426886,5.424950017481403,0.0007709180073158168,1,1
cost,0.00045154185022026433,4.7318028369214575,0.0021366070078610105,3,2
council,0.003679571702375538,3.122364924487357,0.011488965620633612,17,10
councillor,0.0007180044624978545,4.326337728813293,0.003106329795560777,3,3
count,3.496259002866932e-05,5.424950017481403,0.00018967030338722476,1,1
counter,0.00012236906510034262,5.424950017481403,0.0006638460618552866,2,1
country,0.001585599869204843,3.2277254401451834,0.0051178810357233465,12,9
county,0.00027533039647577095,5.424950017481403,0.0014936536391743952,1,1
coup,0.00018434820196934734,4.7318028369214575,0.0008722993450599276,3,2
course,0.0003671071953010279,4.7318028369214575,0.0017370788681796833,2,2
